alias,canonical,count,last_used_at,created_at
"ㄹㅂㄹㅊㄴㅉㄹㅋㅂㄸㄸㅂ","2917808",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅆㄹㅅㄲㅋㄹㄸㄴㄴㅅ","1916401",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅆㄹㅅㄲㅋㄹㄸㄸㅆ","19NV101",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅂㄹㄸㅉㄹㄸㅅ","2918810",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅂㄹㄸㅉㅊㄸ","2916809",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅂㄹㄸㅉㅂㄸㄴㄴ","3919802",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"sg","49NV001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅂㅊㄸㄱㄸㄴㅈㅊㅋㄸㄴㅅㄸㅆ","49NV001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"sa","39NV001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅂㅊㄸㅅㅅㄸㅂㄹㄴㄹㄸ","39NV001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"cb","2C19001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅉㅂㅅㅊㄹㅂㅊㄸㄴ","2C19001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅉㅂㅅㅊㅉㅊㄸㅂㅊㄸㄴ","2C17801",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㅉㅂㅅㅊㅉㅊㄸㅂㅊㅌㅅㅊ","3C19801",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㄱㄸㅌㅂㅊㅊㄸㅂㄹㅊㅆㅋㅊ","AC21402",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"g1","AC94001",2,"2026-01-14 01:58:23","2026-01-14 01:57:57"
"ㄸㅋㄴㄹㄸㄴㄹㄸ","1H19002",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅈㅂㅌㅅㅆㄸㅆㄸㅆㄹ","00NV804",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅈㅂㅌㅅㅆㄹㄸㄹㄸㅆ","0018801",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅈㅂㅌㅅㅆㄹㄸㄴㄹㄸㄴㅌ","0007804",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅈㅂㅌㅅㅆㅂㅋㅅㅈㄸ","00MV401",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅊㄸㄸㅆㄹㄸㄱㄸㅉㄸ","00MV002",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅊㄸㄸㅆㅃㄴㅅㄹㄸㄱㄸㅉㄸ","00MV003",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅊㄸㄹㄸㄴㄹㄸㄹㄸㄱㄸㅉㄸ","00MV004",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅊㄸㅂㄱㄴㅈㄹㄸㄱㄸㅉㄸ","00MV001",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"sp","00MV005",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅊㄸㅋㅌㄸㄴㅅㄹㄸㄱㄸㅉㄸ","00MV005",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄱㅅㄷㅌㄹㄸㄲㄸㄴㄹㄴㄸㄹㄸㅂㅌㄸㅂㅌㄹㅌㄴ","0016009",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"lr","00MV007",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄱㅅㄷㅌㄹㄸㄸㅆㄹㄸㅃㅋㅆㄴㅊㄸㅋㅅ","00MV007",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄱㅅㄷㅌㄹㄸㄹㄸㅃㅋㅆㄴㅊㄸㅋㅅ","00MV006",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄱㅅㄷㅌㄹㄸㄹㄸㄴㄹㄸㅅㅂㅊㄸㄹㄸㅃㅋㅆㄴㅊㄸㅋㅅ","00MV008",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄱㅅㄷㅌㄹㄸㅋㄸㄸㄴㄹㄸ","00MV010",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅉㄸㅂㅊㅋㅋㄷㅅㄸㄹㄴㅂㄸㅅㅆㄱㄸㅉㄸㄹㄸㄴㄹㄸ","00MV014",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅊㄱㄸㅆㄱㅂㅊㄸ","3019443",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㄷㄹㅅㅅ","2019416",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㄷㄹㅂㅊㅉㅅ","2020017",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㄷㄸㅂㄱㄸㄴ","2020018",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㄷㄸㄹㄸㅂ","2016530",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㄹㅅㄹㅉㄸㄹㄴㄹㄸㄱㄴㄱㄸㄲㄹㄸㅆ","10NV003",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㄹㅅㄹㅉㄸㄹㄴㄹㄸㄱㄴㄱㄸㄲㄹㄹㄸ","10NV004",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㄸㄸㄹㄸㄴㄹㄸㄹㄸ","10NV009",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㄸㄸㄹㄸㄴㄹㄸㄴㄹㅂ","10nv010",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㄹㅅㄹㄸㄸㅊㄸㅋㅌㄹㅂㄲㄸㅆ","10NV013",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㄹㅅㄹㅂㄸㄸㅂㅋㄸㅈㄹㄸㅉㄸㅊ","10XX010",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㄹㅅㄹㅂㄸㄸㅂㅋㄸㅈㅅㄴㅋㄸㅅ","10XX012",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㄹㅅㄹㅂㄸㄸㅂㅋㄸㅈㅅㄸㅆ","10XX011",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄴㄹㄴㄹㄸㄱㄴㅅㄸㄱㄷ","3018401",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄴㄹㄴㅅㅂㄴㄸㅂㄸㄲㄸ","3011401",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㄸㅅㄹㄸㄹㄴㄸㄹㄹ","2013046",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㄸㅅㄴㅅㅂㅆㄸㅆㅅㅆㄸ","2014441",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㄸㅅㄹㄸㄹㄴㅅㅆㄴㄹㄸㅅㄸ","2011074",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㄸㅅㄸㄹㄴㅂㄹㄹ","2014447",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㅂㅂㄴㄹㄸㅂㄸㅂㄴㄹ","3013041",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㅂㅂㄴㄹㄸㅂㄹㅆ","3013037",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㅁㄸㄴㄹㄸㅂㄸㅋㄸㅊㅅ","3013036",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㅂㄹㄴㄸㄹㄸㅌㄷㅂ","2003534",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㅂㄸㄸㄹ","2003533",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㅂㅊㄴ","2003672",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㄹㄸㅂ","3017437",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㄹㅊㄸ","2018072",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㄴㅅㅂㅆㄸㅆ","2013072",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㄹㄸㄱㄴㄹㄸㅋㄸㄸㄴㄹㄴ","30NV007",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㄹㄸㄱㄴㄹㄸ","3018005",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㄸㅅㄹㅆㄸㄹㄸㅆㅋㄸㄹㄸ","2025001",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅂㅂㄴㄹㄸㅂㄹㅅㅅㄹㄴ","3021068",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅉㄸㅊㅂㄸㄹㄴㄱㄸㅉㄸ","3022853",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅁㄸㄴㄹㄸㅂㄸㅋㄸㅊㅅ","3022803",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅁㄸㄴㄹㄸㅂㄸㅂㄱ","3022844",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅁㄸㄴㄹㄸㅂㄹㅅㅅㄹㄴ","3021852",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㅂㅋㄸㅅ","3018704",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㄱㄴㅂㄴㄴㄲㄹㄸㅆㄹ","3020041",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㄱㄴㅂㄴㄴㄹㅅㅅㄹㄴ","3016501",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅂㄹㄸㄹㅅㅅㄹㄴ","3021701",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅂㄹㄸㅊㄱㄸㅉㄸ","2019805",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅂㄹㄸㅊㅉㄸㄴㄹㅆㄱㄸㅉㄸ","2015850",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄹㄸㄱㄸㅉㄸ","2019804",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅅㅃㅆㄱㄸㅉㄸ","2019825",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄲㄸㄴㄹㅆㄱㄸㅉㄸ","2019866",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㄹㄴㄸㅂㅂ","2019026",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㄹㄴ","2017075",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅆㄹㄸㅂㄹㄸㅊ","2020806",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄴㅅㅂㅆㄸㅆㄸㅋㄸㄸㅅ","2020672",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄴㅂㅆㄸㅆ","2019020",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄴㅅㅉㄸㄲㄸㄴㅂ","2017822",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅂㄹㄹㅆㄴㄸㅋ","2018865",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㅂㄹㄴㄸㄹㄹㅅㅅㄹㄴ","2017824",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㄱㄴㅋㄴㄴㅅㄲㄹㄸㅆㄹ","2022024",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅆㄸㅂㄹㄸㄹㄸㄱㄴㅋㄴㄴㅅㄹㅅㅅㄹㄴ","2020502",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄴㅂㅆㄸㅆㅉㄸㄴㅋㄸㅅ","2019042",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㅋㄹㄸㄸㄹㄹㄸㅅ","2019078",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㅋㅂㅉㄸㄴㅂㅋㅊㄸ","2019080",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄴㅂㅆㄸㅆㄸㅉㄸㅋㄸㅅ","2019079",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄹㄴㅅㄹ","2019069",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄹㄸㄱㄴㅅㄷㅉㅊㄴㄴㄸㄴㅅㄱㄷㄸㅆ","2020083",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄹㄸㄱㄴㅅㄷㅉㅊㄴㄴㄸㅆ","2021083",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄹㄸㄱㄴㅅㄷㅉㅊㄴㄴㄴㄹㅅㅆㅅㄱㄷㄹㄸ","3021064",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄹㄸㄱㄴㅅㄷㅉㅊㄴㄴㄹㄸ","3021851",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄱㅅㄹㄴㅋㄸㄸㄹㄸㄱㄴㅅㄸㄱㅊㄹㄸㄹㅅㅅㄹㄴ","3020068",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㅂㄱㄸㅉㄸ","3022501",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄷㄸㄹㄸㅂㄱㄸㅉㄸ","3022501",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅉㄸㅊㅂㄸㄹㄴㄱㄸㅉㄸ","3022641",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅂㅂㄴㄹㄸㅂㄹㄸㄹㅆ","3022452",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅂㅂㄴㄹㄸㅂㄹㅅㅅㄹㄴ","3022550",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㅂㄹㄸㄴ","3022439",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㅂㄸㄲㄸ","3022047",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㅂㄸㄴㄸㄹ","3022601",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㅂㄸㄹㅆ","3022540",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅂㄷㄹㅅㅌㄹ","3022441",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄸㄸㅉㄸㄱㄸㅆㄴ","3022843",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅋㅅㅋㅂㄹㅅㅅㄹㄴ","3021841",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㄱㄴㅂㄸㄴㄴㅉㄹㅂㄹㅂ","3021440",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅆㄹㄸㅂㄹㄸㅊㄹㅅㅅㄹㄴ","2021013",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅂㅂㄴㄹㄸㅂㄸㅆㄹㅆ","2021421",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅅㄸㅂㅉㄸㅊㄹㅅㅅㄹㄴ","2021012",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅋㄹㄸㄸㅆㅋㄴ","2017413",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅋㄹㄸㄹㅅㅅㄹㄴ","2021402",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄴㄸㅂㄷㄴ","2021474",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄴㄹㅅㅅㄹㄴ","2021501",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㅂㅊㄴㄹㅅㅅㄹㄴ","2021412",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄹㅂㅆㄸㄸㄴㄹㄸㄱㄴㅋㄴㄴㅅㅉㄹㅂㄹㅂ","2021011",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅋㄸㄴㄹㄸㅂㄸㅂㄱ","3022404",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㅂㅂㄴㄹㄸㅂㄹㄸㄹㅆㄲㄸㅋㄷㅅㄹㄴㅋㄹㄸ","3022403",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅂㅊㄴㄹㄸㄹㄸㄱㄸ","3021446",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅂㅊㄴㄹㄸㄲㄴㅂ","3022402",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅂㅂㄴㄹㄸㅂㄸㅆㄹㅆㄲㄸㅋㄷㅅㄹㄴㅋㄸㅆ","2020420",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅂㅊㄴㄸㅆㄱㄸㄹㅅ","2019426",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅂㅊㄴㄸㅆㄹㄸㄱㄸ","2019419",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄴㄹㄸㅆㄹㄸㅂㅊㄴㄸㅆㄲ","2019425",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㄹㄸㅂ","3021062",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㄹㅉㄸㅂㄴㅆㄸ","3021061",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㄹㄸㄱㄴㅂㄸㄴㄴ","3021060",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㅋㄹㄸㅂㄸㄹㅉㄸㄴㄴ","2021079",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㅋㄹㄸ","2021078",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㄹㄸㄹㅋㅆ","2021077",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"ㄸㄴㅋㄴㄹㅆㄹㄸㄱㄴㅋㄴㄴㅅ","2021076",2,"2026-01-14 01:58:22","2026-01-14 01:57:56"
"상트네 루즈 꼼므 피노누아","2019425",1,"2026-01-12 04:02:13","2026-01-12 04:02:13"
"루돌프 드모조 브루고뉴 샤도","3021060",1,"2026-01-12 04:02:03","2026-01-12 04:02:03"
"메종로쉬 뀌베 리저브","3020041",1,"2026-01-12 04:01:38","2026-01-12 04:01:38"
"피터프레너스 나파밸리 메를로","2419525",1,"2026-01-12 03:59:21","2026-01-12 03:59:21"
"hp","훕스",1,"2026-01-12 03:09:00","2026-01-12 03:09:00"
"em","에밀리아나",1,"2026-01-12 03:09:00","2026-01-12 03:09:00"
"gc","갤리가",1,"2026-01-12 03:08:11","2026-01-12 03:08:11"
"rg","릿지",1,"2026-01-12 03:06:43","2026-01-12 03:06:43"
"re","레드카",1,"2026-01-12 03:06:43","2026-01-12 03:06:43"
"ps","피쏘니",1,"2026-01-12 03:05:39","2026-01-12 03:05:39"
"co","콘세이토",1,"2026-01-12 03:04:17","2026-01-12 03:04:17"
"gh","그라함",1,"2026-01-12 03:04:17","2026-01-12 03:04:17"
"at","알테치노",1,"2026-01-12 03:02:59","2026-01-12 03:02:59"
"sm","수마로카",1,"2026-01-12 03:02:59","2026-01-12 03:02:59"
"or","오르넬라이아",1,"2026-01-12 03:02:58","2026-01-12 03:02:58"
"vp","볼파이아",1,"2026-01-12 03:02:02","2026-01-12 03:02:02"
"bo","보르고 몰리노",1,"2026-01-12 03:02:01","2026-01-12 03:02:01"
"dp","도팡",1,"2026-01-12 03:00:42","2026-01-12 03:00:42"
"df","도프",1,"2026-01-12 03:00:41","2026-01-12 03:00:41"
"mg","로돌프 드모조",1,"2026-01-12 02:59:39","2026-01-12 02:59:39"
"vc","뷰 콜라주",1,"2026-01-12 02:59:39","2026-01-12 02:59:39"
"bl","로쉬 벨렌",1,"2026-01-12 02:58:41","2026-01-12 02:58:41"
"la","르로아",1,"2026-01-12 02:58:40","2026-01-12 02:58:40"
"hb","그랑 주가",1,"2026-01-12 02:57:37","2026-01-12 02:57:37"
"ma","마이에",1,"2026-01-12 02:57:37","2026-01-12 02:57:37"
"wm","샤또 레 마레쇼",1,"2026-01-12 02:57:37","2026-01-12 02:57:37"
"lg","레귀에뜨 호믈로",1,"2026-01-12 02:55:25","2026-01-12 02:55:25"
"rf","라피니",1,"2026-01-12 02:55:24","2026-01-12 02:55:24"
"su","수티랑",1,"2026-01-12 02:55:24","2026-01-12 02:55:24"